method,kind,field,allocation,seed,requested_budget_mm,actual_budget_mm,duplicate_budget,direction_informative,native_field_rms_mm,normalization_factor,status,displacement_rms_mm,displacement_p95_mm,displacement_max_mm,moved_fraction,case,scene,n_input,n_reference,accuracy_mm,p95_mm,completeness_mm,precision,recall,fscore,step
budget0.1__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.1,0.0491103815915101,True,True,0.04222155841827778,1.163158903444221,OK,0.04911038159150982,0.09695821631749972,0.165397519129685,1.0,s24_confirm08,scan24,754,2161,1.3701067439911025,5.078094923244961,0.42332533397276223,0.6671087533156499,0.994909763998149,0.7986830536582521,
budget0.1__multiscale_full__uniform,budget,multiscale_full,uniform,,0.1,0.0491103815915101,True,True,0.0491103815915101,1.0,OK,0.0491103815915101,0.09579728181581164,0.17581620712222545,1.0,s24_confirm08,scan24,754,2161,1.3700771973462325,5.077949828376189,0.4234845508952253,0.6671087533156499,0.994909763998149,0.7986830536582521,
budget0.1__quadratic64__uniform,budget,quadratic64,uniform,,0.1,0.0491103815915101,True,True,0.053171058779414866,0.9236299355115183,OK,0.04911038159151071,0.09787002826046562,0.19125760304994577,1.0,s24_confirm08,scan24,754,2161,1.3693200265048617,5.077019206374906,0.4226597391034671,0.6671087533156499,0.994909763998149,0.7986830536582521,
native__apss2,native,apss2,cached,,,,,,,,OK,0.02149400601543126,0.04599818496380867,0.11134856400004636,1.0,s24_confirm08,scan24,754,2161,1.369611969300865,5.077080438484368,0.42172784530728097,0.6671087533156499,0.995835261453031,0.798981100837728,
native__identity,native,identity,cached,,,,,,,,OK,0.0,0.0,0.0,0.0,s24_confirm08,scan24,754,2161,1.3704755357940956,5.078179234971266,0.42243476145193043,0.6657824933687002,0.9972235076353541,0.7984745129704778,
native__local_plane64,native,local_plane64,cached,,,,,,,,OK,0.191365954248935,0.44348164931645395,0.9951445116931643,1.0,s24_confirm08,scan24,754,2161,1.4047323512596919,5.080193519362456,0.47778795786941425,0.6485411140583555,0.956038870893105,0.7728259360419018,
native__multiscale_consensus,native,multiscale_consensus,cached,,,,,,,,OK,0.041268989967595635,0.08018490559588475,0.13222466717699968,1.0,s24_confirm08,scan24,754,2161,1.370056977215548,5.077710408237974,0.42342474170873506,0.6671087533156499,0.994909763998149,0.7986830536582521,
native__multiscale_full,native,multiscale_full,cached,,,,,,,,OK,0.0491103815915101,0.09579728181581164,0.17581620712222545,1.0,s24_confirm08,scan24,754,2161,1.3700771973462325,5.077949828376189,0.4234845508952253,0.6671087533156499,0.994909763998149,0.7986830536582521,
native__multiscale_matched,native,multiscale_matched,cached,,,,,,,,OK,0.04126898996759566,0.08050145272874477,0.14774385888953667,1.0,s24_confirm08,scan24,754,2161,1.3699430526495024,5.077957351904489,0.42335259417019006,0.6671087533156499,0.994909763998149,0.7986830536582521,
native__quadratic64,native,quadratic64,cached,,,,,,,,OK,0.053171058779414866,0.10596238222427146,0.20707168065533946,1.0,s24_confirm08,scan24,754,2161,1.3693609785318352,5.0769395432449524,0.4226561606210881,0.6671087533156499,0.994909763998149,0.7986830536582521,
native__rimls2,native,rimls2,cached,,,,,,,,OK,0.02267007869969421,0.04686025826983363,0.0830752792975842,1.0,s24_confirm08,scan24,754,2161,1.3684124197836371,5.077025427011962,0.4192143267111335,0.6671087533156499,0.997686256362795,0.7995762010493963,
native__v18,native,v18,cached,,,,,,,,OK,0.8662922282737328,1.3979759524657631,2.3650577678969547,1.0,s24_confirm08,scan24,754,2161,1.6185325922577636,5.342242633805477,0.8490699079959937,0.5278514588859416,0.6330402591392874,0.5756802622188154,
probe_t0.5,probe,multiscale_full,fixed_step,,,,,,,,OK,0.02455519079575529,0.04789864090791453,0.08790810356110906,1.0,s24_confirm08,scan24,754,2161,1.36990948144735,5.078010317799351,0.42303510881812945,0.6671087533156499,0.995835261453031,0.798981100837728,0.5
probe_t1,probe,multiscale_full,fixed_step,,,,,,,,OK,0.0491103815915101,0.09579728181581164,0.17581620712222545,1.0,s24_confirm08,scan24,754,2161,1.3700771973462325,5.077949828376189,0.4234845508952253,0.6671087533156499,0.994909763998149,0.7986830536582521,1.0
budget0.025__local_plane64__uniform,budget,local_plane64,uniform,,0.025,0.025,False,True,0.05299455358355666,0.47174659110171446,OK,0.025000000000000137,0.047344194082957904,0.09615766029685555,1.0,s24_confirm09,scan24,660,1034,0.48223913176766026,0.7093170595190336,0.518025085199136,1.0,1.0,1.0,
budget0.025__multiscale_full__alpha,budget,multiscale_full,alpha,,0.025,0.025,False,True,0.03405142735658207,0.7341836140436431,OK,0.024999999999999918,0.049411027718113884,0.07680821390066,1.0,s24_confirm09,scan24,660,1034,0.4836109345231697,0.7162484560155863,0.5186029302566867,1.0,0.9990328820116054,0.9995162070633768,
budget0.025__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.025,0.025,False,True,0.03467799054285363,0.7209183579742325,OK,0.025000000000000147,0.049828631762938544,0.0935251759766489,1.0,s24_confirm09,scan24,660,1034,0.48357968344433067,0.7126342164143372,0.5185359629815028,1.0,0.9990328820116054,0.9995162070633768,
budget0.025__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.025,0.025,False,True,0.03513403819799966,0.7115606768317161,OK,0.025000000000000244,0.04985928320741934,0.089314695574397,1.0,s24_confirm09,scan24,660,1034,0.4836003865632332,0.7126185974278063,0.5186567263759886,1.0,0.9990328820116054,0.9995162070633768,
budget0.025__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.025,0.025,False,True,0.0351880768799842,0.7104679259758178,OK,0.02499999999999967,0.049613910161285496,0.09334254470535627,1.0,s24_confirm09,scan24,660,1034,0.4835889423587579,0.7155107525162784,0.5185503816133926,1.0,0.9990328820116054,0.9995162070633768,
budget0.025__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.025,0.025,False,True,0.035213527902481265,0.7099544262998544,OK,0.025000000000000095,0.048953429936255684,0.09208445179544947,1.0,s24_confirm09,scan24,660,1034,0.48341971311063203,0.7126032137661533,0.5184306719807316,1.0,0.9990328820116054,0.9995162070633768,
budget0.025__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.025,0.025,False,True,0.03523461948151219,0.7095294448438033,OK,0.02500000000000053,0.04960338785203919,0.08927181262777206,1.0,s24_confirm09,scan24,660,1034,0.4836005672159143,0.7126510065463233,0.5187101947096775,1.0,0.9990328820116054,0.9995162070633768,
budget0.025__multiscale_full__uniform,budget,multiscale_full,uniform,,0.025,0.025,False,True,0.04022219406251874,0.6215473964732416,OK,0.024999999999999543,0.049119925979952704,0.08663337158452736,1.0,s24_confirm09,scan24,660,1034,0.4835625009942762,0.712595911293313,0.5186123002383578,1.0,0.9990328820116054,0.9995162070633768,
budget0.025__quadratic64__uniform,budget,quadratic64,uniform,,0.025,0.025,False,True,0.039612795156650636,0.6311092136047542,OK,0.025000000000000324,0.04907293823755698,0.09658431559572717,1.0,s24_confirm09,scan24,660,1034,0.483202648208568,0.712669192196925,0.5182221994994181,1.0,0.9990328820116054,0.9995162070633768,
budget0.05__local_plane64__uniform,budget,local_plane64,uniform,,0.05,0.039612795156650636,False,True,0.05299455358355666,0.7474880431664177,OK,0.039612795156650844,0.07501743448258714,0.15236294800328215,1.0,s24_confirm09,scan24,660,1034,0.48145610408770106,0.7155169564131418,0.5167284046543197,1.0,1.0,1.0,
budget0.05__multiscale_full__alpha,budget,multiscale_full,alpha,,0.05,0.039612795156650636,False,True,0.03405142735658207,1.1633226044192113,OK,0.0396127951566504,0.07829235677908991,0.1217035217438092,1.0,s24_confirm09,scan24,660,1034,0.4836662742091523,0.7180594068615374,0.5172964914460263,1.0,1.0,1.0,
budget0.05__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.05,0.039612795156650636,False,True,0.03467799054285363,1.1423036495640881,OK,0.03961279515665015,0.07895405531845218,0.1481917455180869,1.0,s24_confirm09,scan24,660,1034,0.4836261507028546,0.7161191263011885,0.5172384746941945,1.0,1.0,1.0,
budget0.05__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.05,0.039612795156650636,False,True,0.03513403819799966,1.127476293314498,OK,0.0396127951566509,0.07900262289412324,0.14152018961065885,1.0,s24_confirm09,scan24,660,1034,0.48362984074186577,0.7199772658059456,0.5174692847541524,1.0,1.0,1.0,
budget0.05__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.05,0.039612795156650636,False,True,0.0351880768799842,1.1257448166820199,OK,0.03961279515665115,0.07861382640558506,0.14790236411255922,1.0,s24_confirm09,scan24,660,1034,0.48362071990069894,0.7174690756161223,0.5172622917820155,1.0,1.0,1.0,
budget0.05__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.05,0.039612795156650636,False,True,0.035213527902481265,1.124931170382942,OK,0.039612795156650636,0.0775672876912173,0.14590890104345328,1.0,s24_confirm09,scan24,660,1034,0.4833458606729268,0.7158680866764804,0.5170550834921775,1.0,0.9990328820116054,0.9995162070633768,
budget0.05__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.05,0.039612795156650636,False,True,0.03523461948151219,1.124257782248385,OK,0.039612795156650275,0.07859715368233959,0.1414522410754689,1.0,s24_confirm09,scan24,660,1034,0.48363788039568406,0.719454075012614,0.5175399563511733,1.0,1.0,1.0,
budget0.05__multiscale_full__uniform,budget,multiscale_full,uniform,,0.05,0.039612795156650636,False,True,0.04022219406251874,0.9848491878657615,OK,0.03961279515665053,0.07783110263817605,0.1372716000922856,1.0,s24_confirm09,scan24,660,1034,0.4835771925814767,0.7195290225548403,0.5173734546910672,1.0,1.0,1.0,
budget0.05__quadratic64__uniform,budget,quadratic64,uniform,,0.05,0.039612795156650636,False,True,0.039612795156650636,1.0,OK,0.039612795156650636,0.07775665000557437,0.15303898836156063,1.0,s24_confirm09,scan24,660,1034,0.4829948459886936,0.7200079008350115,0.5167325488758113,1.0,1.0,1.0,
budget0.1__local_plane64__uniform,budget,local_plane64,uniform,,0.1,0.039612795156650636,True,True,0.05299455358355666,0.7474880431664177,OK,0.039612795156650844,0.07501743448258714,0.15236294800328215,1.0,s24_confirm09,scan24,660,1034,0.48145610408770106,0.7155169564131418,0.5167284046543197,1.0,1.0,1.0,
budget0.1__multiscale_full__alpha,budget,multiscale_full,alpha,,0.1,0.039612795156650636,True,True,0.03405142735658207,1.1633226044192113,OK,0.0396127951566504,0.07829235677908991,0.1217035217438092,1.0,s24_confirm09,scan24,660,1034,0.4836662742091523,0.7180594068615374,0.5172964914460263,1.0,1.0,1.0,
budget0.1__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.1,0.039612795156650636,True,True,0.03467799054285363,1.1423036495640881,OK,0.03961279515665015,0.07895405531845218,0.1481917455180869,1.0,s24_confirm09,scan24,660,1034,0.4836261507028546,0.7161191263011885,0.5172384746941945,1.0,1.0,1.0,
budget0.1__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.1,0.039612795156650636,True,True,0.03513403819799966,1.127476293314498,OK,0.0396127951566509,0.07900262289412324,0.14152018961065885,1.0,s24_confirm09,scan24,660,1034,0.48362984074186577,0.7199772658059456,0.5174692847541524,1.0,1.0,1.0,
budget0.1__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.1,0.039612795156650636,True,True,0.0351880768799842,1.1257448166820199,OK,0.03961279515665115,0.07861382640558506,0.14790236411255922,1.0,s24_confirm09,scan24,660,1034,0.48362071990069894,0.7174690756161223,0.5172622917820155,1.0,1.0,1.0,
budget0.1__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.1,0.039612795156650636,True,True,0.035213527902481265,1.124931170382942,OK,0.039612795156650636,0.0775672876912173,0.14590890104345328,1.0,s24_confirm09,scan24,660,1034,0.4833458606729268,0.7158680866764804,0.5170550834921775,1.0,0.9990328820116054,0.9995162070633768,
budget0.1__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.1,0.039612795156650636,True,True,0.03523461948151219,1.124257782248385,OK,0.039612795156650275,0.07859715368233959,0.1414522410754689,1.0,s24_confirm09,scan24,660,1034,0.48363788039568406,0.719454075012614,0.5175399563511733,1.0,1.0,1.0,
budget0.1__multiscale_full__uniform,budget,multiscale_full,uniform,,0.1,0.039612795156650636,True,True,0.04022219406251874,0.9848491878657615,OK,0.03961279515665053,0.07783110263817605,0.1372716000922856,1.0,s24_confirm09,scan24,660,1034,0.4835771925814767,0.7195290225548403,0.5173734546910672,1.0,1.0,1.0,
budget0.1__quadratic64__uniform,budget,quadratic64,uniform,,0.1,0.039612795156650636,True,True,0.039612795156650636,1.0,OK,0.039612795156650636,0.07775665000557437,0.15303898836156063,1.0,s24_confirm09,scan24,660,1034,0.4829948459886936,0.7200079008350115,0.5167325488758113,1.0,1.0,1.0,
native__apss2,native,apss2,cached,,,,,,,,OK,0.02023019525254779,0.04073015556583377,0.08285029931615863,1.0,s24_confirm09,scan24,660,1034,0.4818383320969367,0.7168713931259787,0.5162609808661707,1.0,0.9990328820116054,0.9995162070633768,
native__identity,native,identity,cached,,,,,,,,OK,0.0,0.0,0.0,0.0,s24_confirm09,scan24,660,1034,0.4837942614775079,0.7254626904891494,0.5193784745790283,1.0,0.9990328820116054,0.9995162070633768,
native__local_plane64,native,local_plane64,cached,,,,,,,,OK,0.05299455358355666,0.10035937720797042,0.2038332912428449,1.0,s24_confirm09,scan24,660,1034,0.4808389232920302,0.7127480821100486,0.5153435665985062,1.0,1.0,1.0,
native__multiscale_consensus,native,multiscale_consensus,cached,,,,,,,,OK,0.03405142735658199,0.06730064083829904,0.10461717264109428,1.0,s24_confirm09,scan24,660,1034,0.48362556756303343,0.7164217101160582,0.5178508321952082,1.0,1.0,1.0,
native__multiscale_full,native,multiscale_full,cached,,,,,,,,OK,0.04022219406251874,0.07902844780411276,0.1393833713665122,1.0,s24_confirm09,scan24,660,1034,0.48358122797145336,0.7202744312624835,0.5173138048606021,1.0,1.0,1.0,
native__multiscale_matched,native,multiscale_matched,cached,,,,,,,,OK,0.034051427356581725,0.0669041436507071,0.11799959836664878,1.0,s24_confirm09,scan24,660,1034,0.48355244504741823,0.7165059849167459,0.5178988792373421,1.0,1.0,1.0,
native__quadratic64,native,quadratic64,cached,,,,,,,,OK,0.039612795156650636,0.07775665000557437,0.15303898836156063,1.0,s24_confirm09,scan24,660,1034,0.4829948459886936,0.7200079008350115,0.5167325488758113,1.0,1.0,1.0,
native__rimls2,native,rimls2,cached,,,,,,,,OK,0.02013299094985557,0.04051165804849727,0.08014419156256378,1.0,s24_confirm09,scan24,660,1034,0.4820245671401731,0.7213159932977351,0.5164614055691436,1.0,0.9990328820116054,0.9995162070633768,
native__v18,native,v18,cached,,,,,,,,OK,0.06377690178033485,0.12616766468786048,0.17757123674270764,1.0,s24_confirm09,scan24,660,1034,0.48000423354619515,0.711566354536366,0.5139000877390554,1.0,1.0,1.0,
probe_t0.5,probe,multiscale_full,fixed_step,,,,,,,,OK,0.020111097031259222,0.03951422390204327,0.06969168568326203,1.0,s24_confirm09,scan24,660,1034,0.48359291439639707,0.7132396321512671,0.5189168824266646,1.0,0.9990328820116054,0.9995162070633768,0.5
